corp_code,corp_name,stock_code,rcept_no,rcept_dt,report_nm,market,subscription_start_dt,subscription_end_dt,listing_dt,offering_price_low,offering_price_high,offering_price_final,total_shares,total_amount,underwriter,status,updated_at
01211889,이지스,261520,20251113000500,20251113,[기재정정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,13000,15000,,1500000,,"계약 체결, NH투자증권",상장예정,2026-05-06 00:06:22
01949584,IBKS제25호스팩,0099X0,20251113000468,20251113,증권신고서(지분증권),KOSDAQ,20251209,20251210,,,,,5000000,,"계약 기업실사 사전회의, 종합의견 작성 및 검토, 아이비케이투자증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
00945457,아이진,185490,20251112000574,20251112,[기재정정]증권신고서(지분증권),KOSDAQ,20251201,20251202,,,,,,,"한양증권(주), 한양증권 주식회사, 및 인수회사의 실권주 매입단가는 일반청약자들보다, 엘에스증권 주식회사",상장예정,2026-05-06 00:06:22
01945339,신영스팩11호,0091W0,20251112000356,20251112,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251113,20251114,,,,2000,5800000,,신영증권,상장예정,2026-05-06 00:06:22
00161125,한온시스템,018880,20251112000065,20251112,[발행조건확정]증권신고서(지분증권),KOSPI,20251219,20251222,,,,,,,,상장예정,2026-05-06 00:06:22
01596920,알지노믹스,476830,20251111000386,20251111,[기재정정]증권신고서(지분증권),KOSDAQ,20251209,20251210,,17000,22500,,2060000,,"삼성증권, NH투자증권",상장예정,2026-05-06 00:06:22
01948220,미래에셋비전스팩11호,0099W0,20251111000346,20251111,증권신고서(지분증권),KOSDAQ,20251210,20251211,,,,,6000000,,미래에셋증권,상장예정,2026-05-06 00:06:22
01515864,넥스트칩,396270,20251111000331,20251111,[기재정정]증권신고서(지분증권),KOSDAQ,20251203,20251204,,,,,,,"NH투자증권 모집주식수(최초), 및 인수회사의 실권주 매입단가는 청약자들보다, 엘에스증권 주식회사, 엘에스증권(주), 한양증권 주식회사",상장예정,2026-05-06 00:06:22
01946596,미래에셋비전스팩9호,0096D0,20251111000211,20251111,[기재정정]증권신고서(지분증권),KOSDAQ,20251119,20251120,,,,,5000000,,미래에셋증권,상장예정,2026-05-06 00:06:22
01368637,유일에너테크,340930,20251111000092,20251111,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251218,20251219,,,,,,,,상장예정,2026-05-06 00:06:22
00533191,비보존 제약,082800,20251110000342,20251110,[기재정정]증권신고서(지분증권),KOSDAQ,20260105,20260106,,,,,,,"시너지 스케일업, NH투자증권(주)",상장예정,2026-05-06 00:06:22
01781999,에임드바이오,0009K0,20251110000315,20251110,[기재정정]증권신고서(지분증권),KOSDAQ,20251121,20251124,,9000,11000,,,,"미래에셋증권, 계약 체결",상장예정,2026-05-06 00:06:22
01949195,하나36호스팩,0101C0,20251110000283,20251110,[첨부정정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01194607,비츠로넥스텍,488900,20251110000233,20251110,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251111,20251112,,5900,6900,6900,4400000,,"NH투자증권, 및 발행회사가 협의하여 확정공모가액을, 교보증권",상장예정,2026-05-06 00:06:22
01787355,나라스페이스테크놀로지,478340,20251110000199,20251110,[기재정정]증권신고서(지분증권),KOSDAQ,20251208,20251209,,13100,16500,,,,삼성증권,상장예정,2026-05-06 00:06:22
01931585,엔에이치스팩32호,0054V0,20251110000192,20251110,[기재정정]증권신고서(지분증권),KOSDAQ,20251124,20251125,,,,,5150000,,"NH투자증권, NH투자증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01933981,비엔케이제3호스팩,0068Y0,20251110000136,20251110,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251111,20251112,,,,2000,4000000,,,상장예정,2026-05-06 00:06:22
01492217,엑셀세라퓨틱스,373110,20251110000113,20251110,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251117,20251118,,,,,,,,상장예정,2026-05-06 00:06:22
01949195,하나36호스팩,0101C0,20251107000563,20251107,증권신고서(지분증권),KOSDAQ,20251211,20251212,,,,,7000000,,"하나증권, 하나증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01627363,세미파이브,490470,20251107000522,20251107,[기재정정]증권신고서(지분증권),KOSDAQ,20251205,20251208,,21000,24000,,100,,"삼성증권, 유비에스증권리미티드, 유비에스증권리미티드서울지점, 유비에스증권 리미티드, 계약 체결",상장예정,2026-05-06 00:06:22
00409371,인베니아,079950,20251107000501,20251107,증권신고서(지분증권),KOSDAQ,20260108,20260109,,,,,,,,상장예정,2026-05-06 00:06:22
01573381,레이저쎌,412350,20251107000490,20251107,[발행조건확정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01529982,씨엠티엑스,388210,20251107000432,20251107,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251110,20251111,,51000,60500,60500,1000000,,"미래에셋증권, 및 발행회사가 협의하여",상장예정,2026-05-06 00:06:22
01627363,세미파이브,490470,20251107000391,20251107,[기재정정]증권신고서(지분증권),KOSDAQ,20251205,20251208,,21000,24000,,100,,"삼성증권, 유비에스증권리미티드, 유비에스증권리미티드서울지점, 유비에스증권 리미티드, 계약 체결",상장예정,2026-05-06 00:06:22
00949161,티엠씨,217590,20251107000292,20251107,[기재정정]증권신고서(지분증권),KOSPI,20251203,20251204,,8000,9300,,,,"미래에셋증권, 계약 체결",상장예정,2026-05-06 00:06:22
01829819,아크릴,0007C0,20251107000251,20251107,[기재정정]증권신고서(지분증권),KOSDAQ,20251204,20251205,,17500,19500,,1800000,,"신한투자증권, 계약 체결, 및 발행회사가 협의하여 제시한 희망공모가액인",상장예정,2026-05-06 00:06:22
01946532,삼성스팩12호,0096B0,20251107000178,20251107,[기재정정]증권신고서(지분증권),KOSDAQ,20251119,20251120,,,,,6000000,,"삼성증권, 삼성증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01671285,쿼드메디슨,464490,20251106000439,20251106,[첨부정정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01671285,쿼드메디슨,464490,20251106000413,20251106,[기재정정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,12000,15000,,1700000,,"NH투자증권, 계약 체결",상장예정,2026-05-06 00:06:22
01945339,신영스팩11호,0091W0,20251106000403,20251106,[기재정정]증권신고서(지분증권),KOSDAQ,20251113,20251114,,,,,5800000,,신영증권,상장예정,2026-05-06 00:06:22
01947072,미래에셋비전스팩8호,0093G0,20251106000189,20251106,[기재정정]증권신고서(지분증권),KOSDAQ,20251117,20251118,,,,,6000000,,미래에셋증권,상장예정,2026-05-06 00:06:22
01516890,E8,418620,20251106000124,20251106,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251215,20251216,,,,,,,,상장예정,2026-05-06 00:06:22
01700587,이노스페이스,462350,20251106000110,20251106,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251110,20251111,,,,,,,,상장예정,2026-05-06 00:06:22
00992543,LK삼양,225190,20251106000042,20251106,[발행조건확정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
